birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
11/29/90,Male,2,Manufacturing Director,Research & Development,highschool graduated,Technical Degree,6,2,2,0,4298,1,40,high,No,execellent,high,low,5,Married,1,execellent,none,No
1/12/89,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,6,4,2,3,2028,0,40,high,Yes,execellent,low,high,5,Single,24,good,frequently,Yes
1/21/89,Male,1,Research Scientist,Research & Development,master,Medical,5,3,2,2,3464,0,40,low,Yes,execellent,low,very high,5,Married,2,outstanding,frequently,Yes
9/20/89,Female,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,2,2,2,2377,1,40,high,No,execellent,low,high,5,Divorced,9,good,rarely,No
7/2/89,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,6,4,1,3,2367,1,40,high,No,execellent,low,very high,5,Divorced,17,average,rarely,Yes
4/23/88,Female,1,Research Scientist,Research & Development,doctor,Technical Degree,6,2,2,1,2546,0,40,high,No,execellent,low,medium,5,Married,25,good,rarely,Yes
11/4/88,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,7,5,3,0,5765,0,40,low,No,execellent,high,medium,5,Single,13,average,frequently,Yes
12/21/87,Female,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,8,3,2,2,3204,1,40,very high,No,execellent,low,low,5,Divorced,5,outstanding,rarely,No
7/26/87,Female,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,8,5,2,4,2657,0,40,very high,Yes,execellent,low,low,5,Single,3,execellent,frequently,Yes
6/24/87,Female,2,System Engineer,Engineer,master,Technical Degree,9,6,3,1,6696,0,40,high,No,execellent,high,low,5,Single,26,execellent,frequently,Yes
5/30/87,Female,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,12,0,0,0,6877,0,40,high,Yes,outstanding,low,very high,5,Single,2,good,frequently,No
6/13/87,Male,3,System Engineer,Engineer,college,Technical Degree,10,8,4,7,7264,1,40,high,No,execellent,low,high,5,Divorced,8,average,rarely,No
8/24/85,Female,2,Research Scientist,Research & Development,college,Medical,9,5,3,3,5175,1,40,high,No,execellent,low,high,5,Married,8,execellent,rarely,No
12/9/85,Female,2,Healthcare Representative,Research & Development,master,Medical,9,5,1,2,6667,1,40,high,No,execellent,none,very high,5,Divorced,15,good,frequently,No
7/1/84,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,8,5,4,4,2436,1,40,high,Yes,execellent,low,very high,5,Married,14,execellent,rarely,Yes
7/19/84,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,6,3,2,2,5324,0,40,low,No,execellent,low,low,5,Single,16,execellent,rarely,Yes
10/28/84,Male,2,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,11,9,8,7,3055,2,40,very high,No,execellent,none,medium,5,Divorced,4,outstanding,rarely,No
11/15/83,Female,2,System Engineer,Engineer,college,Technical Degree,6,3,2,2,6500,1,40,high,No,execellent,low,low,5,Married,8,good,none,No
5/10/83,Male,1,Research Scientist,Research & Development,master,Other,10,4,3,3,2996,2,40,very high,No,execellent,high,low,5,Divorced,1,execellent,rarely,No
3/28/83,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,7,5,4,2,3294,1,40,very high,No,execellent,low,medium,5,Married,1,average,rarely,No
12/4/83,Female,2,System Engineer,Engineer,college,Technical Degree,6,2,2,2,6029,0,40,very high,No,execellent,low,very high,5,Single,3,average,rarely,No
2/16/82,Female,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,10,6,2,2,4425,0,40,medium,No,execellent,high,medium,5,Single,2,outstanding,frequently,No
5/11/81,Female,1,Laboratory Technician,Research & Development,college,Life Sciences,7,1,0,0,2835,1,40,low,No,outstanding,low,very high,5,Divorced,3,average,rarely,No
8/12/81,Male,2,System Engineer,Engineer,doctor,Technical Degree,16,2,2,2,6134,3,40,medium,Yes,execellent,low,low,5,Divorced,13,good,rarely,Yes
9/13/80,Male,2,Healthcare Representative,Research & Development,college,Life Sciences,17,1,0,0,5163,1,40,high,No,execellent,none,very high,5,Divorced,2,outstanding,rarely,No
7/9/80,Female,1,Data Engineer,Engineer,college,Technical Degree,10,5,4,0,2973,1,40,high,No,execellent,high,very high,5,Married,21,good,rarely,No
1/18/80,Female,2,Healthcare Representative,Research & Development,college,Medical,15,1,0,0,4777,0,40,low,No,execellent,low,medium,5,Married,11,average,rarely,Yes
10/6/80,Male,2,Research Scientist,Research & Development,master,Medical,16,5,3,4,4284,1,40,very high,Yes,outstanding,low,low,5,Married,7,execellent,rarely,No
7/1/79,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,6,3,2,2,3944,0,40,very high,Yes,execellent,low,very high,5,Single,2,execellent,rarely,No
9/20/79,Male,1,Human Resources,Staff,bachelor/engineer,Human Resources,13,11,10,8,2592,3,40,low,No,execellent,none,medium,5,Divorced,2,outstanding,rarely,No
12/15/77,Male,3,System Engineer,Engineer,master,Technical Degree,20,18,13,12,10475,1,40,very high,Yes,outstanding,high,low,5,Married,5,execellent,rarely,No
6/3/77,Male,2,System Engineer,Engineer,master,Technical Degree,5,0,0,0,4327,3,40,medium,No,execellent,high,medium,5,Married,2,outstanding,rarely,No
11/23/77,Female,2,Healthcare Representative,Research & Development,highschool graduated,Medical,15,12,11,8,6377,3,40,medium,No,outstanding,low,high,5,Divorced,2,good,none,No
12/23/76,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,14,5,4,4,4393,1,40,high,No,outstanding,low,medium,5,Married,8,execellent,rarely,No
1/22/75,Female,4,System Engineer,Engineer,bachelor/engineer,Technical Degree,23,20,4,8,13525,1,40,high,No,execellent,high,medium,5,Married,26,outstanding,rarely,No
12/7/75,Male,1,Research Scientist,Research & Development,highschool graduated,Medical,8,2,1,2,2515,0,40,medium,Yes,execellent,high,very high,5,Single,2,outstanding,rarely,No
12/28/75,Male,2,Healthcare Representative,Research & Development,bachelor/engineer,Medical,10,0,0,0,5538,2,40,medium,No,execellent,low,low,5,Married,13,execellent,rarely,No
1/2/75,Male,5,Manager,Research & Development,bachelor/engineer,Life Sciences,24,22,6,14,18880,0,40,low,No,execellent,low,high,5,Married,2,average,rarely,No
6/8/74,Female,4,Manager,Engineer,bachelor/engineer,Technical Degree,22,17,13,9,16064,1,40,very high,Yes,outstanding,low,very high,5,Married,16,execellent,rarely,No
9/6/74,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,18,1,0,0,10798,1,40,high,No,execellent,low,very high,5,Divorced,25,execellent,frequently,No
8/20/74,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Technical Degree,8,6,4,2,4876,1,40,very high,No,execellent,low,medium,5,Divorced,27,execellent,none,No
2/20/73,Female,2,System Engineer,Engineer,doctor,Technical Degree,9,4,3,3,5454,1,40,medium,Yes,outstanding,low,low,5,Divorced,1,execellent,rarely,No
6/29/73,Male,3,Manufacturing Director,Research & Development,highschool graduated,Medical,16,2,2,2,10209,0,40,medium,Yes,execellent,high,high,5,Single,2,good,rarely,No
10/10/72,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,9,6,5,3,3452,0,40,high,No,execellent,low,very high,5,Single,29,good,rarely,No
7/7/71,Female,3,Healthcare Representative,Research & Development,highschool graduated,Medical,28,2,2,2,10527,0,40,low,No,execellent,high,high,5,Married,18,outstanding,rarely,No
5/22/71,Male,5,Research Director,Research & Development,college,Life Sciences,25,4,2,3,19081,1,40,very high,No,execellent,low,medium,5,Married,15,average,rarely,No
8/26/71,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,14,8,7,7,7314,3,40,high,No,outstanding,low,medium,5,Married,10,execellent,rarely,Yes
5/30/70,Female,2,Manufacturing Director,Research & Development,college,Medical,20,5,0,4,5070,3,40,low,No,execellent,low,very high,5,Divorced,2,execellent,rarely,No
5/12/69,Male,1,Laboratory Technician,Research & Development,college,Technical Degree,7,1,0,0,2559,0,40,very high,No,execellent,low,medium,5,Single,2,execellent,frequently,No
9/6/67,Female,5,Research Director,Research & Development,college,Medical,29,27,3,8,18740,1,40,medium,Yes,execellent,low,high,5,Divorced,7,outstanding,rarely,No
11/22/67,Male,4,Research Director,Research & Development,bachelor/engineer,Medical,30,4,3,3,17639,0,40,high,No,execellent,low,high,5,Married,2,outstanding,rarely,No
2/22/67,Female,3,Research Director,Research & Development,doctor,Life Sciences,19,14,11,11,13269,3,40,very high,No,execellent,low,low,5,Divorced,17,execellent,rarely,No
6/9/66,Male,3,Research Director,Research & Development,master,Life Sciences,16,10,9,7,12490,2,40,medium,No,execellent,low,medium,5,Married,8,outstanding,frequently,No
10/20/66,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,13,4,1,2,5482,1,40,very high,No,execellent,low,medium,5,Divorced,2,outstanding,rarely,No
8/4/64,Male,4,System Engineer,Engineer,bachelor/engineer,Technical Degree,28,2,0,2,11836,1,40,low,No,execellent,low,very high,5,Married,8,execellent,rarely,No
8/1/62,Male,1,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,8,4,2,2,3537,1,40,low,No,execellent,low,medium,5,Divorced,22,outstanding,none,No
3/29/58,Female,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,13,6,1,5,5171,0,40,high,No,execellent,low,very high,5,Single,3,outstanding,rarely,No
8/20/57,Female,5,Manager,Research & Development,bachelor/engineer,Life Sciences,33,29,8,10,19566,0,40,low,No,execellent,low,low,5,Married,7,outstanding,frequently,No
11/27/95,Male,2,Manufacturing Director,Research & Development,college,Life Sciences,4,2,2,2,4775,2,40,very high,No,outstanding,low,very high,6,Married,1,average,rarely,No
8/24/92,Male,1,Laboratory Technician,Research & Development,highschool graduated,Other,7,2,2,2,3977,1,40,very high,Yes,execellent,low,high,6,Divorced,2,execellent,rarely,No
3/21/91,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,6,4,3,2,5326,0,40,very high,No,execellent,low,low,6,Single,8,execellent,rarely,Yes
3/6/91,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,6,3,2,2,2042,1,40,low,Yes,execellent,high,low,6,Married,2,good,rarely,Yes
1/31/90,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,2,2,2,2024,1,40,very high,No,execellent,none,medium,6,Divorced,9,outstanding,none,No
9/17/89,Male,1,Research Scientist,Research & Development,master,Medical,5,2,2,1,4382,0,40,high,No,execellent,low,high,6,Single,2,outstanding,rarely,Yes
11/21/88,Female,1,Data Engineer,Engineer,bachelor/engineer,Technical Degree,5,3,2,2,2800,3,40,medium,Yes,execellent,low,high,6,Divorced,1,execellent,rarely,Yes
3/23/88,Female,1,Laboratory Technician,Research & Development,highschool graduated,Medical,8,4,3,3,2532,3,40,low,No,execellent,low,very high,6,Divorced,7,execellent,frequently,No
7/13/88,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,5,1,0,0,2451,2,40,high,No,execellent,low,high,6,Married,9,average,rarely,No
12/23/85,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Life Sciences,5,3,0,2,2332,0,40,high,No,outstanding,none,medium,6,Married,1,execellent,rarely,No
4/6/85,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,10,5,2,3,3433,1,40,low,No,execellent,high,high,6,Married,10,average,rarely,No
4/23/84,Female,1,Research Scientist,Research & Development,master,Medical,7,3,2,1,2622,0,40,high,No,outstanding,low,medium,6,Married,4,outstanding,rarely,No
9/24/84,Female,3,Manager,Research & Development,master,Life Sciences,12,10,6,8,11878,2,40,very high,No,execellent,high,medium,6,Married,5,good,rarely,No
9/14/84,Male,2,System Engineer,Engineer,highschool graduated,Technical Degree,8,5,4,2,9998,0,40,medium,No,execellent,high,very high,6,Married,5,average,rarely,No
2/11/84,Male,1,Research Scientist,Research & Development,master,Life Sciences,14,10,8,6,3143,1,40,very high,No,execellent,low,low,6,Married,8,good,none,No
2/3/83,Female,2,Research Scientist,Research & Development,master,Life Sciences,12,1,0,0,4505,1,40,high,No,execellent,low,medium,6,Divorced,6,execellent,rarely,No
5/26/83,Female,1,Data Engineer,Engineer,master,Technical Degree,6,4,3,2,2231,1,40,high,No,execellent,high,high,6,Married,2,outstanding,rarely,No
11/5/83,Male,2,Manufacturing Director,Research & Development,master,Life Sciences,13,11,9,9,5957,1,40,very high,No,execellent,low,low,6,Married,2,good,rarely,No
9/1/82,Male,3,System Engineer,Engineer,master,Technical Degree,12,10,9,8,7823,1,40,very high,No,execellent,low,very high,6,Divorced,3,good,rarely,No
7/28/82,Male,1,Laboratory Technician,Research & Development,master,Medical,10,8,0,7,2258,1,40,very high,No,execellent,low,high,6,Married,1,good,rarely,No
10/1/81,Male,2,Healthcare Representative,Research & Development,bachelor/engineer,Medical,17,7,7,7,5237,2,40,high,No,execellent,low,high,6,Married,27,good,rarely,No
11/25/81,Male,2,Manufacturing Director,Research & Development,college,Medical,7,3,2,1,4941,2,40,medium,No,outstanding,low,medium,6,Divorced,6,outstanding,none,No
3/18/81,Female,2,System Engineer,Engineer,master,Technical Degree,15,1,0,0,6815,0,40,medium,No,execellent,low,high,6,Single,1,average,frequently,No
12/10/81,Male,2,Healthcare Representative,Research & Development,college,Life Sciences,13,5,4,4,6842,1,40,very high,No,outstanding,low,low,6,Divorced,3,average,rarely,No
10/2/81,Male,2,Healthcare Representative,Research & Development,master,Life Sciences,10,3,2,2,5347,2,40,low,No,execellent,low,high,6,Married,26,good,rarely,No
2/4/80,Female,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,17,5,4,3,3452,1,40,high,No,outstanding,low,low,6,Married,10,good,rarely,No
4/17/80,Female,2,Manufacturing Director,Research & Development,master,Life Sciences,8,6,5,3,6447,1,40,medium,No,execellent,low,medium,6,Married,1,good,rarely,No
5/14/79,Male,1,Research Scientist,Research & Development,doctor,Medical,6,1,0,1,3057,1,40,very high,Yes,execellent,low,high,6,Married,2,good,none,No
8/10/79,Female,2,Manufacturing Director,Research & Development,master,Life Sciences,17,15,7,12,5980,0,40,low,Yes,execellent,high,low,6,Single,2,outstanding,rarely,No
5/28/78,Female,4,Manager,Research & Development,master,Medical,21,19,9,2,17123,2,40,high,Yes,execellent,low,medium,6,Divorced,13,outstanding,frequently,No
12/12/78,Female,2,System Engineer,Engineer,master,Technical Degree,10,3,2,2,5736,1,40,low,No,execellent,none,high,6,Married,21,execellent,none,No
9/27/77,Female,2,Laboratory Technician,Research & Development,bachelor/engineer,Medical,20,1,0,0,3448,1,40,medium,No,outstanding,low,high,6,Married,2,good,rarely,No
8/15/77,Male,2,Laboratory Technician,Research & Development,master,Medical,10,1,0,0,5094,0,40,low,No,execellent,high,high,6,Single,16,outstanding,frequently,No
2/18/77,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Life Sciences,18,4,2,3,7945,0,40,high,Yes,execellent,low,very high,6,Single,16,outstanding,rarely,No
10/12/76,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Medical,8,5,4,2,6032,0,40,very high,Yes,execellent,low,medium,6,Single,6,outstanding,rarely,No
10/21/76,Female,2,Manufacturing Director,Research & Development,college,Medical,8,2,2,1,5003,0,40,very high,No,execellent,low,high,6,Single,7,good,frequently,No
5/6/76,Male,2,Human Resources,Staff,bachelor/engineer,Human Resources,10,3,2,2,6430,1,40,high,No,execellent,none,medium,6,Married,4,good,frequently,No
3/22/75,Male,5,Manager,Engineer,college,Technical Degree,21,1,0,0,18303,0,40,very high,No,execellent,low,high,6,Married,5,good,rarely,No
12/28/75,Female,2,Research Scientist,Research & Development,master,Medical,18,1,0,0,2372,0,40,medium,Yes,execellent,low,medium,6,Married,7,outstanding,rarely,No
5/9/75,Male,2,Research Scientist,Research & Development,master,Life Sciences,9,4,3,2,5410,1,40,very high,Yes,execellent,low,low,6,Divorced,18,execellent,rarely,No
5/25/74,Male,4,Research Director,Research & Development,college,Life Sciences,22,4,1,0,17159,1,40,medium,No,outstanding,low,low,6,Married,14,execellent,rarely,No
7/30/73,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,6,4,3,2,2436,0,40,medium,Yes,execellent,low,very high,6,Single,1,execellent,rarely,No
3/9/72,Female,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,23,19,7,8,8865,0,40,very high,No,execellent,none,very high,6,Single,6,outstanding,rarely,No
10/6/71,Male,4,Research Director,Research & Development,bachelor/engineer,Life Sciences,26,3,2,1,17861,0,40,low,No,execellent,low,high,6,Married,2,execellent,rarely,No
4/9/71,Male,3,Manufacturing Director,Research & Development,college,Medical,13,8,7,7,10845,1,40,very high,No,execellent,low,high,6,Divorced,7,good,rarely,No
2/20/71,Female,1,Human Resources,Staff,college,Life Sciences,10,7,6,7,3423,0,40,very high,No,execellent,low,low,6,Single,1,execellent,rarely,No
